campaign_id,platform,brand_category,influencer_id,influencer_handle,influencer_tier,total_spend,revenue,roas,curve_k,curve_alpha,curve_beta
CMP_00233,Instagram,Fitness,INF_1972,@creator_62870,Micro,273436.13,774889.41,2.83,2.351,1.241,0.865
CMP_00234,Instagram,Gaming,INF_9680,@creator_12204,Nano,34796.22,119846.59,3.44,1.968,1.312,0.516
CMP_00235,Instagram,Beauty,INF_8659,@creator_70614,Nano,28448.18,111217.01,3.91,2.245,1.323,0.595
CMP_00236,Instagram,Food,INF_2072,@creator_42430,Micro,281846.89,842733.49,2.99,1.581,1.214,0.934
CMP_00237,TikTok,Fitness,INF_3783,@creator_31625,Macro,775734.23,3367081.9,4.34,1.152,1.146,0.837
CMP_00238,Instagram,Fintech,INF_1492,@creator_18811,Macro,890554.76,2491637.95,2.8,2.962,1.328,0.783
CMP_00239,Instagram,Fitness,INF_1619,@creator_35372,Nano,74473.93,272814.39,3.66,2.887,1.386,0.727
CMP_00240,Instagram,Gaming,INF_7976,@creator_66746,Nano,59996.03,199609.32,3.33,1.325,1.248,0.798
CMP_00241,Instagram,Fitness,INF_3217,@creator_73227,Nano,30673.29,101988.47,3.32,2.029,1.333,0.417
CMP_00242,Instagram,Food,INF_8927,@creator_29702,Nano,75171.86,260654.38,3.47,2.987,1.066,0.759
CMP_00243,TikTok,Beauty,INF_4929,@creator_29149,Micro,216848.7,1016266.19,4.69,2.985,1.185,0.654
CMP_00244,TikTok,Fintech,INF_2772,@creator_36536,Macro,965321.42,3890093.22,4.03,2.163,1.203,0.715
CMP_00245,Instagram,D2C,INF_7297,@creator_55607,Macro,580659.23,1313153.08,2.26,2.526,1.338,0.888
CMP_00246,Instagram,Gaming,INF_5570,@creator_41555,Macro,506669.26,1628457.73,3.21,2.759,1.211,0.384
CMP_00247,YouTube,Fashion,INF_7614,@creator_17415,Macro,503020.44,956449.11,1.9,2.862,1.187,0.76
CMP_00248,Instagram,Beauty,INF_7534,@creator_95076,Mega,1607885.02,2588154.57,1.61,1.461,1.051,0.884
CMP_00249,YouTube,Tech,INF_2849,@creator_67649,Macro,927228.56,1554303.0,1.68,2.636,1.138,0.466
CMP_00250,YouTube,Fintech,INF_9463,@creator_55046,Micro,199789.33,341994.81,1.71,2.419,1.109,0.959
CMP_00251,Instagram,Beauty,INF_3800,@creator_52712,Nano,30325.35,118829.86,3.92,2.945,1.207,0.351
CMP_00252,Instagram,Beauty,INF_6260,@creator_72021,Nano,40136.63,140505.63,3.5,2.957,1.35,0.805
CMP_00253,Instagram,Fitness,INF_4171,@creator_60719,Micro,165192.2,630850.69,3.82,2.813,1.056,0.71
CMP_00254,YouTube,D2C,INF_3972,@creator_95842,Nano,62371.59,145413.89,2.33,2.069,1.239,0.615
CMP_00255,TikTok,Fintech,INF_3763,@creator_62815,Micro,108977.31,521131.02,4.78,2.731,1.105,0.43
CMP_00256,YouTube,D2C,INF_9566,@creator_21889,Nano,69969.82,184346.82,2.63,2.812,1.054,0.711
CMP_00257,Instagram,Fitness,INF_3949,@creator_29552,Micro,174718.85,508142.95,2.91,2.756,1.262,0.429
CMP_00258,YouTube,Fitness,INF_3606,@creator_17846,Nano,76666.91,170296.98,2.22,2.283,1.285,0.727
CMP_00259,Instagram,Tech,INF_3761,@creator_35991,Nano,24050.15,78906.83,3.28,2.037,1.113,0.817
CMP_00260,YouTube,Beauty,INF_6808,@creator_38230,Nano,35856.58,83758.2,2.34,1.411,1.219,0.495
CMP_00261,YouTube,D2C,INF_2518,@creator_40949,Nano,24100.05,62255.85,2.58,1.861,1.294,0.581
CMP_00262,YouTube,Fintech,INF_4849,@creator_22360,Nano,62397.79,156385.91,2.51,2.22,1.16,0.558
CMP_00263,Instagram,Fashion,INF_7124,@creator_51243,Nano,57649.19,174548.27,3.03,1.771,1.378,0.735
CMP_00264,YouTube,Gaming,INF_9367,@creator_80821,Micro,102416.48,238294.36,2.33,1.017,1.202,0.438
CMP_00265,Instagram,Tech,INF_9089,@creator_78498,Micro,209679.88,708344.14,3.38,2.227,1.273,0.476
CMP_00266,Instagram,D2C,INF_6485,@creator_15039,Nano,74670.1,297156.68,3.98,1.71,1.199,0.441
CMP_00267,Instagram,Fashion,INF_5370,@creator_15283,Macro,952897.36,3149389.29,3.31,2.089,1.12,0.748
CMP_00268,Instagram,Fashion,INF_8786,@creator_18024,Micro,153393.49,565527.11,3.69,2.73,1.37,0.731
CMP_00269,TikTok,Fitness,INF_3041,@creator_59831,Micro,177360.01,507634.59,2.86,2.299,1.378,0.434
CMP_00270,Instagram,Food,INF_9326,@creator_64122,Micro,188041.06,669084.06,3.56,2.854,1.087,0.771
CMP_00271,Instagram,Gaming,INF_3032,@creator_45529,Micro,287356.89,995544.3,3.46,2.494,1.302,0.82
CMP_00272,Instagram,Beauty,INF_4927,@creator_81832,Nano,69687.01,212886.35,3.05,1.432,1.333,0.842
CMP_00273,Instagram,Beauty,INF_1136,@creator_27413,Nano,53202.27,191076.03,3.59,2.006,1.118,0.904
CMP_00274,YouTube,Beauty,INF_2700,@creator_33199,Nano,61636.98,166689.74,2.7,1.459,1.091,0.374
CMP_00275,Instagram,Fintech,INF_9912,@creator_80269,Micro,116464.6,300811.48,2.58,2.782,1.135,0.456
CMP_00276,YouTube,Fintech,INF_4630,@creator_57861,Nano,36056.05,77079.58,2.14,1.671,1.312,0.907
CMP_00277,TikTok,Fitness,INF_7318,@creator_18640,Micro,124806.77,531574.88,4.26,1.655,1.241,0.434
CMP_00278,Instagram,Tech,INF_3687,@creator_81696,Nano,32375.13,109014.89,3.37,1.784,1.363,0.422
CMP_00279,YouTube,Beauty,INF_8374,@creator_46468,Micro,128818.1,342485.7,2.66,2.429,1.359,0.957
CMP_00280,TikTok,Beauty,INF_7773,@creator_10717,Micro,192323.59,672187.58,3.5,2.641,1.192,0.39
CMP_00281,Instagram,Gaming,INF_4719,@creator_12581,Nano,48755.61,172734.56,3.54,1.363,1.31,0.861
CMP_00282,Instagram,Fintech,INF_7079,@creator_55276,Micro,202993.04,578221.51,2.85,1.642,1.127,0.497
CMP_00283,Instagram,Food,INF_7239,@creator_18026,Nano,42753.59,136888.73,3.2,2.663,1.345,0.555
CMP_00284,Instagram,Fashion,INF_3854,@creator_68847,Macro,662605.65,1535908.79,2.32,1.281,1.285,0.751
CMP_00285,TikTok,Tech,INF_1990,@creator_86674,Nano,45989.79,155461.53,3.38,2.549,1.348,0.819
CMP_00286,YouTube,Gaming,INF_6944,@creator_74551,Nano,55986.28,160213.47,2.86,2.723,1.354,0.967
CMP_00287,Instagram,Fitness,INF_8485,@creator_41455,Macro,601760.8,1173926.56,1.95,2.099,1.237,0.764
CMP_00288,YouTube,Tech,INF_1922,@creator_37526,Micro,138219.71,357160.66,2.58,2.324,1.335,1.017
CMP_00289,Instagram,Beauty,INF_3581,@creator_76629,Micro,171353.01,639068.77,3.73,2.777,1.339,0.784
CMP_00290,Instagram,Gaming,INF_9092,@creator_88278,Nano,79769.46,298920.0,3.75,2.651,1.346,0.462
CMP_00291,TikTok,Tech,INF_7396,@creator_94748,Micro,108617.75,339354.03,3.12,1.045,1.176,0.894
CMP_00292,Instagram,Fintech,INF_1919,@creator_62656,Nano,65738.16,231530.79,3.52,1.078,1.343,0.711
CMP_00293,Instagram,Beauty,INF_6660,@creator_80014,Nano,63980.22,254117.06,3.97,2.352,1.098,0.685
CMP_00294,Instagram,Food,INF_2338,@creator_80532,Micro,299038.84,961467.58,3.22,2.962,1.277,0.876
CMP_00295,Instagram,Fashion,INF_7837,@creator_73185,Nano,26603.8,97100.92,3.65,2.85,1.271,0.336
CMP_00296,YouTube,Beauty,INF_8086,@creator_69821,Nano,30183.71,73002.31,2.42,1.038,1.323,0.858
CMP_00297,TikTok,Fitness,INF_9281,@creator_15213,Micro,273955.44,1165425.75,4.25,2.169,1.342,0.497
CMP_00298,Instagram,Food,INF_8129,@creator_15021,Nano,74940.33,265858.56,3.55,2.233,1.136,0.767
CMP_00299,YouTube,Fitness,INF_7231,@creator_13327,Micro,256580.87,621746.97,2.42,2.994,1.061,1.066
CMP_00300,YouTube,Fintech,INF_6750,@creator_88768,Nano,60158.52,140314.28,2.33,2.784,1.157,0.834
CMP_00301,Instagram,Fashion,INF_7628,@creator_29539,Nano,78384.61,304793.45,3.89,2.519,1.389,0.537
CMP_00302,Instagram,Fintech,INF_1649,@creator_25408,Nano,41221.8,165973.9,4.03,1.605,1.391,0.448
CMP_00303,Instagram,Gaming,INF_2447,@creator_29583,Micro,111697.33,329786.9,2.95,2.248,1.146,0.529
CMP_00304,YouTube,Fashion,INF_9417,@creator_80744,Nano,54457.25,130856.54,2.4,2.334,1.322,0.927
CMP_00305,TikTok,Beauty,INF_8124,@creator_64353,Macro,629607.15,2035636.4,3.23,2.312,1.246,0.88
CMP_00306,Instagram,D2C,INF_3535,@creator_44700,Micro,275774.42,990038.38,3.59,2.636,1.229,0.778
CMP_00307,TikTok,Gaming,INF_2695,@creator_90357,Nano,27899.22,127744.83,4.58,2.709,1.108,0.891
CMP_00308,YouTube,Fintech,INF_9263,@creator_73293,Mega,1286002.25,2043557.07,1.59,1.749,1.329,0.521
CMP_00309,YouTube,Fintech,INF_5820,@creator_86537,Mega,2043906.01,2557477.87,1.25,2.178,1.313,0.84
CMP_00310,Instagram,Food,INF_1910,@creator_61148,Micro,100630.84,275246.16,2.74,1.972,1.372,0.291
CMP_00311,TikTok,D2C,INF_9347,@creator_81128,Nano,62149.3,308460.18,4.96,2.231,1.316,0.767
CMP_00312,YouTube,Fashion,INF_2647,@creator_89414,Nano,58796.03,117396.99,2.0,1.453,1.285,0.759
CMP_00313,Instagram,Beauty,INF_2717,@creator_29456,Micro,255121.63,829559.93,3.25,2.507,1.125,0.503
CMP_00314,Instagram,Fitness,INF_4303,@creator_62265,Nano,43525.61,191077.08,4.39,2.502,1.094,0.733
CMP_00315,TikTok,Fintech,INF_9100,@creator_35068,Nano,69611.51,326235.52,4.69,2.049,1.321,0.407
CMP_00316,Instagram,Beauty,INF_2051,@creator_85301,Micro,288375.52,1052008.29,3.65,2.77,1.309,0.437
CMP_00317,YouTube,Fintech,INF_6869,@creator_99959,Macro,519214.24,896636.43,1.73,2.699,1.081,1.11
CMP_00318,Instagram,D2C,INF_8755,@creator_13358,Nano,29028.34,98951.49,3.41,2.936,1.206,0.569
CMP_00319,YouTube,Gaming,INF_9002,@creator_79783,Nano,69044.47,212779.67,3.08,2.514,1.069,0.3
CMP_00320,Instagram,D2C,INF_8299,@creator_30566,Nano,37931.43,134212.86,3.54,1.214,1.204,0.877
CMP_00321,YouTube,Tech,INF_3341,@creator_50953,Micro,145987.26,324194.52,2.22,2.192,1.202,0.393
CMP_00322,Instagram,D2C,INF_1090,@creator_35105,Nano,26351.19,93238.09,3.54,2.746,1.233,0.729
CMP_00323,Instagram,Fitness,INF_3052,@creator_65161,Macro,703800.17,1611492.64,2.29,1.928,1.092,0.853
CMP_00324,YouTube,Food,INF_6898,@creator_28395,Micro,129073.65,208457.48,1.62,2.746,1.326,0.926
CMP_00325,YouTube,D2C,INF_7100,@creator_93639,Mega,1695037.59,1608154.47,0.95,1.101,1.068,0.85
CMP_00326,Instagram,D2C,INF_2449,@creator_30884,Micro,243939.49,671247.59,2.75,1.153,1.364,0.725
CMP_00327,Instagram,Fintech,INF_1589,@creator_96444,Micro,264999.92,557792.71,2.1,1.442,1.183,0.907
CMP_00328,Instagram,Fitness,INF_8984,@creator_75942,Nano,51894.33,177533.45,3.42,1.065,1.216,0.497
CMP_00329,Instagram,Fintech,INF_8566,@creator_22306,Macro,841500.47,2177171.16,2.59,1.088,1.293,0.655
CMP_00330,Instagram,Gaming,INF_2073,@creator_47952,Micro,177705.35,487013.47,2.74,2.5,1.236,0.598
CMP_00331,Instagram,Gaming,INF_5524,@creator_15313,Macro,689928.36,1674680.21,2.43,1.463,1.226,0.883
CMP_00332,TikTok,Fitness,INF_6244,@creator_63218,Nano,25482.45,115556.87,4.53,1.63,1.065,0.778
CMP_00333,YouTube,Fintech,INF_2657,@creator_49531,Micro,163388.91,364488.18,2.23,2.83,1.138,0.974
CMP_00334,Instagram,Gaming,INF_4177,@creator_13722,Macro,798992.2,2244337.54,2.81,2.393,1.164,0.4
CMP_00335,Instagram,Beauty,INF_3806,@creator_37386,Micro,251641.64,746393.69,2.97,2.995,1.117,0.578
CMP_00336,Instagram,Tech,INF_3931,@creator_56335,Nano,75016.52,299071.23,3.99,2.553,1.096,0.649
CMP_00337,YouTube,Fintech,INF_2048,@creator_35933,Nano,29577.49,73612.71,2.49,1.671,1.077,0.572
CMP_00338,Instagram,Fintech,INF_7197,@creator_70410,Macro,327574.28,864920.73,2.64,2.148,1.188,0.312
CMP_00339,Instagram,Tech,INF_6877,@creator_49553,Micro,93614.85,289949.48,3.1,2.071,1.248,0.694
CMP_00340,Instagram,Tech,INF_1016,@creator_56142,Macro,457022.99,1031425.54,2.26,1.452,1.336,0.788
CMP_00341,TikTok,Fintech,INF_6901,@creator_76630,Nano,23077.63,106472.21,4.61,1.985,1.205,0.489
CMP_00342,Instagram,Gaming,INF_8478,@creator_89507,Nano,64034.32,254892.07,3.98,1.693,1.193,0.33
CMP_00343,Instagram,Fashion,INF_2909,@creator_16364,Nano,40689.06,147355.34,3.62,1.675,1.159,0.321
CMP_00344,YouTube,Food,INF_9579,@creator_13121,Micro,167338.28,331810.08,1.98,1.313,1.308,0.645
CMP_00345,TikTok,Fashion,INF_5675,@creator_76706,Micro,117193.59,305287.81,2.6,1.704,1.317,0.727
CMP_00346,YouTube,Gaming,INF_1143,@creator_99389,Micro,85177.15,253768.42,2.98,1.859,1.148,0.367
CMP_00347,Instagram,Beauty,INF_2371,@creator_17135,Macro,505847.22,1481932.3,2.93,1.421,1.318,0.506
CMP_00348,YouTube,Beauty,INF_8984,@creator_39327,Macro,303783.45,520061.08,1.71,1.003,1.182,0.363
CMP_00349,Instagram,Gaming,INF_9745,@creator_61502,Micro,93187.53,330863.06,3.55,1.262,1.262,0.728
CMP_00350,Instagram,Fashion,INF_8240,@creator_31067,Micro,86125.66,305838.34,3.55,2.245,1.332,0.84
CMP_00351,YouTube,Fintech,INF_6197,@creator_17452,Nano,68358.73,173332.65,2.54,2.184,1.108,0.332
CMP_00352,Instagram,Fashion,INF_5427,@creator_16135,Macro,896116.02,2645101.18,2.95,2.983,1.304,0.933
CMP_00353,YouTube,Food,INF_9386,@creator_27046,Macro,300778.47,535295.7,1.78,1.544,1.126,0.88
CMP_00354,YouTube,Gaming,INF_8766,@creator_94284,Macro,539911.65,974010.73,1.8,1.269,1.083,1.118
CMP_00355,Instagram,Gaming,INF_3253,@creator_10864,Nano,20818.04,73264.47,3.52,1.645,1.244,0.334
CMP_00356,Instagram,Fashion,INF_5603,@creator_94698,Micro,132865.81,421553.15,3.17,1.19,1.16,0.314
CMP_00357,Instagram,Fashion,INF_2581,@creator_44754,Nano,68748.43,270651.95,3.94,1.654,1.157,0.583
CMP_00358,Instagram,Fitness,INF_6594,@creator_17371,Micro,205981.43,613519.06,2.98,1.513,1.331,0.657
CMP_00359,YouTube,Beauty,INF_3158,@creator_52932,Nano,67790.51,134433.95,1.98,1.465,1.129,0.761
CMP_00360,Instagram,Beauty,INF_5306,@creator_94719,Nano,26329.01,91291.17,3.47,2.171,1.241,0.46
CMP_00361,Instagram,Fintech,INF_2243,@creator_81232,Micro,294946.97,1031021.43,3.5,2.09,1.097,0.761
CMP_00362,Instagram,Fitness,INF_4892,@creator_43367,Macro,946875.4,2626500.13,2.77,2.95,1.342,0.558
CMP_00363,YouTube,Fashion,INF_8382,@creator_37052,Micro,106498.41,144938.93,1.36,2.169,1.389,0.522
CMP_00364,Instagram,Fintech,INF_2773,@creator_45315,Micro,168154.92,646582.31,3.85,1.23,1.359,0.541
CMP_00365,YouTube,Fintech,INF_7360,@creator_66809,Micro,240708.35,507327.64,2.11,1.271,1.119,0.428
CMP_00366,TikTok,Beauty,INF_2211,@creator_19121,Nano,22285.18,96781.74,4.34,2.24,1.294,0.285
CMP_00367,Instagram,Gaming,INF_9947,@creator_81466,Macro,696095.39,1545625.52,2.22,2.816,1.189,0.428
CMP_00368,Instagram,Beauty,INF_6037,@creator_38633,Micro,183381.38,630933.72,3.44,2.005,1.12,0.54
CMP_00369,Instagram,D2C,INF_9448,@creator_53390,Macro,912593.53,1457622.23,1.6,2.942,1.112,0.654
CMP_00370,Instagram,Tech,INF_3080,@creator_16089,Nano,68580.5,274701.8,4.01,2.901,1.058,0.816
CMP_00371,Instagram,D2C,INF_6606,@creator_13956,Micro,105620.96,262472.43,2.49,1.254,1.116,0.637
CMP_00372,Instagram,Food,INF_7748,@creator_27857,Nano,69555.94,257168.79,3.7,2.263,1.325,0.665
CMP_00373,YouTube,Food,INF_9456,@creator_82095,Nano,69491.23,138737.02,2.0,2.575,1.149,0.99
CMP_00374,Instagram,Fitness,INF_3395,@creator_90846,Nano,55880.55,175171.26,3.13,1.77,1.349,1.03
CMP_00375,Instagram,Fitness,INF_1556,@creator_39831,Nano,54431.95,201387.04,3.7,2.132,1.357,0.751
CMP_00376,Instagram,Fitness,INF_6831,@creator_62151,Micro,179344.43,594406.03,3.31,2.874,1.394,0.881
CMP_00377,Instagram,Fintech,INF_6649,@creator_62413,Micro,164070.68,642772.38,3.92,2.109,1.077,0.303
CMP_00378,Instagram,Gaming,INF_8235,@creator_92733,Micro,297478.8,767458.99,2.58,1.083,1.389,0.746
CMP_00379,Instagram,Food,INF_9558,@creator_94817,Nano,60652.75,176261.77,2.91,2.094,1.216,0.777
CMP_00380,YouTube,Fitness,INF_7681,@creator_49661,Nano,77696.95,187697.36,2.42,2.46,1.221,0.887
CMP_00381,Instagram,Food,INF_6979,@creator_93232,Micro,263174.59,709304.35,2.7,2.608,1.353,0.344
CMP_00382,Instagram,Tech,INF_7453,@creator_24997,Micro,109747.81,290247.21,2.64,2.351,1.189,0.333
CMP_00383,YouTube,Fitness,INF_2375,@creator_32092,Micro,210631.74,478723.07,2.27,2.151,1.107,0.707
CMP_00384,YouTube,Gaming,INF_6254,@creator_11073,Nano,22598.92,43413.12,1.92,2.399,1.166,0.875
CMP_00385,Instagram,Beauty,INF_7772,@creator_77163,Nano,55957.96,175817.35,3.14,2.027,1.151,0.289
CMP_00386,Instagram,Fintech,INF_6622,@creator_11378,Nano,23654.12,66633.86,2.82,1.062,1.3,0.463
CMP_00387,Instagram,Beauty,INF_4553,@creator_22632,Macro,521254.38,1096200.11,2.1,2.254,1.333,0.647
CMP_00388,Instagram,Gaming,INF_2462,@creator_91441,Nano,46159.71,144271.94,3.13,2.188,1.256,0.364
CMP_00389,YouTube,Beauty,INF_6051,@creator_69123,Nano,41622.53,85729.31,2.06,2.21,1.186,0.926
CMP_00390,Instagram,Beauty,INF_4332,@creator_76323,Macro,865402.47,2229871.76,2.58,2.772,1.336,0.32
CMP_00391,YouTube,D2C,INF_5616,@creator_69658,Nano,33239.06,66547.65,2.0,1.276,1.351,0.761
CMP_00392,YouTube,Fashion,INF_1571,@creator_27174,Micro,216481.68,419682.73,1.94,2.608,1.079,0.598
CMP_00393,Instagram,Tech,INF_4084,@creator_86646,Micro,219044.23,572974.34,2.62,2.452,1.178,0.347
CMP_00394,Instagram,Food,INF_2390,@creator_29773,Nano,67003.23,248528.87,3.71,2.819,1.18,0.883
CMP_00395,TikTok,D2C,INF_2167,@creator_97029,Nano,26540.82,113007.83,4.26,1.497,1.161,1.126
CMP_00396,TikTok,Fashion,INF_1913,@creator_81894,Nano,71199.75,276380.03,3.88,1.656,1.069,0.603
CMP_00397,Instagram,Fitness,INF_7221,@creator_33474,Macro,966670.73,2582878.3,2.67,1.658,1.282,0.862
CMP_00398,TikTok,Beauty,INF_3716,@creator_26574,Mega,1163931.47,3331252.77,2.86,2.294,1.269,0.632
CMP_00399,Instagram,Fitness,INF_7004,@creator_84417,Macro,581255.19,1688944.95,2.91,2.156,1.158,0.658
CMP_00400,Instagram,Gaming,INF_3939,@creator_57766,Micro,214641.88,713273.41,3.32,1.613,1.164,0.316
CMP_00401,YouTube,Fintech,INF_6480,@creator_97527,Macro,575185.26,726919.06,1.26,1.279,1.054,0.879
CMP_00402,Instagram,Fashion,INF_2990,@creator_15596,Nano,21996.08,61282.67,2.79,1.244,1.196,0.316
CMP_00403,TikTok,Fintech,INF_3644,@creator_25804,Micro,252714.06,962213.75,3.81,1.391,1.337,0.705
CMP_00404,YouTube,Tech,INF_7468,@creator_99156,Micro,282552.11,655788.37,2.32,1.69,1.069,0.473
CMP_00405,Instagram,Fintech,INF_8104,@creator_10215,Macro,515391.97,1145397.98,2.22,1.484,1.076,0.832
CMP_00406,TikTok,Fintech,INF_6718,@creator_81537,Nano,31392.52,128919.55,4.11,1.078,1.187,0.752
CMP_00407,Instagram,D2C,INF_1498,@creator_73261,Macro,844632.41,2457504.69,2.91,1.921,1.396,0.7
CMP_00408,Instagram,Fintech,INF_3410,@creator_77356,Nano,62382.32,246661.63,3.95,1.691,1.052,0.507
CMP_00409,YouTube,Fintech,INF_1240,@creator_80167,Mega,2075169.25,1631049.46,0.79,1.37,1.2,0.339
CMP_00410,TikTok,Fintech,INF_7568,@creator_94577,Micro,264799.51,1157187.1,4.37,1.679,1.298,0.848
CMP_00411,TikTok,Fitness,INF_9082,@creator_90440,Micro,95517.84,376509.38,3.94,2.819,1.117,0.906
CMP_00412,Instagram,Tech,INF_7681,@creator_12895,Micro,105422.84,344746.37,3.27,2.673,1.226,0.323
CMP_00413,Instagram,Fashion,INF_6325,@creator_88863,Nano,29592.79,115873.39,3.92,2.382,1.109,0.492
CMP_00414,YouTube,Fintech,INF_4129,@creator_68565,Nano,67587.71,184684.59,2.73,1.441,1.115,0.95
CMP_00415,TikTok,Fitness,INF_8996,@creator_89737,Macro,376077.78,1432832.67,3.81,2.963,1.184,0.737
CMP_00416,Instagram,Beauty,INF_7726,@creator_86290,Micro,261707.0,839670.68,3.21,2.393,1.373,0.847
CMP_00417,YouTube,Fashion,INF_7269,@creator_82635,Micro,109099.12,262491.9,2.41,1.393,1.133,0.59
CMP_00418,Instagram,Fitness,INF_4565,@creator_30977,Micro,183953.4,555592.58,3.02,1.756,1.231,0.507
CMP_00419,Instagram,Fitness,INF_3223,@creator_96442,Nano,25224.27,81241.8,3.22,1.404,1.241,0.429
CMP_00420,Instagram,Food,INF_4720,@creator_29267,Nano,75563.57,260259.32,3.44,1.323,1.388,0.454
CMP_00421,Instagram,Tech,INF_1495,@creator_54755,Macro,941542.41,2503123.97,2.66,1.656,1.18,0.75
CMP_00422,Instagram,D2C,INF_1996,@creator_36870,Micro,243659.14,478269.63,1.96,2.838,1.198,0.587
CMP_00423,Instagram,Fashion,INF_9096,@creator_57691,Micro,258597.48,882333.2,3.41,1.684,1.202,0.813
CMP_00424,YouTube,Tech,INF_7704,@creator_25896,Micro,168412.78,388607.07,2.31,2.348,1.208,0.86
CMP_00425,YouTube,Fitness,INF_8328,@creator_63785,Nano,21612.06,55620.04,2.57,1.761,1.087,0.711
CMP_00426,Instagram,Fashion,INF_4661,@creator_36327,Micro,229747.92,714900.65,3.11,2.333,1.229,0.49
CMP_00427,Instagram,Beauty,INF_6499,@creator_49041,Macro,407201.15,1138617.36,2.8,2.456,1.26,0.837
CMP_00428,Instagram,Tech,INF_2996,@creator_54387,Micro,106263.82,320626.28,3.02,1.656,1.336,0.659
CMP_00429,Instagram,Fitness,INF_7500,@creator_27199,Macro,549265.16,1495392.22,2.72,2.361,1.146,0.899
CMP_00430,Instagram,Fintech,INF_5500,@creator_76708,Nano,70191.85,210301.52,3.0,2.409,1.375,0.729
CMP_00431,Instagram,D2C,INF_4240,@creator_82201,Nano,63565.09,226627.76,3.57,1.243,1.156,0.652
CMP_00432,Instagram,Fintech,INF_3244,@creator_78619,Macro,833548.44,3044171.28,3.65,2.183,1.117,0.757
CMP_00433,Instagram,Fitness,INF_1739,@creator_77081,Nano,68788.86,252544.95,3.67,1.515,1.321,0.543
CMP_00434,YouTube,Food,INF_7998,@creator_41624,Nano,39673.04,106180.33,2.68,2.474,1.063,0.654
CMP_00435,Instagram,Fashion,INF_9084,@creator_31751,Micro,119511.95,448999.42,3.76,1.563,1.21,0.655
CMP_00436,YouTube,Fashion,INF_9301,@creator_27400,Nano,66124.83,147498.82,2.23,1.124,1.252,0.351
CMP_00437,Instagram,Beauty,INF_9787,@creator_63026,Nano,71647.94,258232.87,3.6,1.692,1.279,0.537
CMP_00438,Instagram,Beauty,INF_4257,@creator_25577,Mega,2730142.2,2553674.27,0.94,2.202,1.295,0.494
CMP_00439,YouTube,Fintech,INF_5887,@creator_43313,Nano,23373.46,43441.75,1.86,1.971,1.369,0.813
CMP_00440,TikTok,Fitness,INF_4326,@creator_13659,Nano,74374.01,389785.75,5.24,2.487,1.236,1.043
CMP_00441,Instagram,Fintech,INF_4044,@creator_85148,Macro,754078.07,2430671.45,3.22,2.798,1.268,0.35
CMP_00442,Instagram,Gaming,INF_7154,@creator_71465,Nano,76652.53,288101.13,3.76,2.991,1.208,0.445
CMP_00443,TikTok,Fintech,INF_5711,@creator_82015,Macro,865999.37,2608507.63,3.01,1.636,1.053,0.478
CMP_00444,Instagram,Food,INF_1098,@creator_37105,Nano,76123.67,269596.84,3.54,2.503,1.379,0.703
CMP_00445,Instagram,Gaming,INF_4172,@creator_98370,Micro,125056.53,331063.71,2.65,2.596,1.308,0.316
CMP_00446,TikTok,Fashion,INF_8448,@creator_29403,Nano,34340.87,170492.25,4.96,2.258,1.274,1.068
CMP_00447,Instagram,Fintech,INF_8422,@creator_37675,Nano,33699.88,90529.66,2.69,1.117,1.155,0.537
CMP_00448,Instagram,Fitness,INF_9102,@creator_81101,Micro,226242.63,707377.17,3.13,1.839,1.295,0.559
CMP_00449,Instagram,Gaming,INF_6930,@creator_87527,Nano,48012.69,171459.21,3.57,1.719,1.238,0.748
CMP_00450,Instagram,Fitness,INF_7997,@creator_70408,Micro,299298.02,996795.78,3.33,1.854,1.089,0.327
CMP_00451,Instagram,Food,INF_7811,@creator_57631,Nano,50756.91,168866.92,3.33,1.582,1.214,0.803
CMP_00452,Instagram,Food,INF_8467,@creator_25366,Mega,1019086.71,1930889.53,1.89,1.151,1.182,0.701
CMP_00453,Instagram,Fashion,INF_2381,@creator_83690,Micro,296416.55,765097.88,2.58,1.1,1.084,0.711
CMP_00454,YouTube,Fintech,INF_4555,@creator_74817,Micro,82312.91,156118.76,1.9,2.524,1.363,0.672
CMP_00455,TikTok,Beauty,INF_9283,@creator_79711,Macro,973440.95,2577866.76,2.65,2.018,1.208,0.677
CMP_00456,Instagram,Tech,INF_9032,@creator_68560,Macro,711338.89,1828222.88,2.57,2.641,1.187,0.625
CMP_00457,Instagram,Food,INF_5052,@creator_34502,Nano,62772.94,224236.32,3.57,1.786,1.141,0.564
CMP_00458,YouTube,Fintech,INF_1314,@creator_25123,Nano,67292.06,146692.93,2.18,1.048,1.237,0.938
CMP_00459,TikTok,D2C,INF_8715,@creator_22716,Micro,92255.5,355253.07,3.85,1.258,1.07,0.577
CMP_00460,Instagram,Fashion,INF_9971,@creator_18720,Mega,2703691.85,3253911.98,1.2,2.634,1.055,0.75
CMP_00461,YouTube,Tech,INF_4392,@creator_29156,Macro,457068.09,904459.06,1.98,2.009,1.141,0.355
CMP_00462,TikTok,Fitness,INF_1678,@creator_39777,Micro,270955.52,934707.07,3.45,2.166,1.301,0.378
